-0.3816025927,0.6282566737,4.9210324976,-0.7538864873,2.0646554146,-1.8322441562,2.2286518224,3.313592692,-3.7509817797,0.6148985949,4.2535566951,-0.0245271113,-0.2892395361,1.2948651418,0.4235139983,0.2379555287,-2.0669463499,-0.4859446025,-1.1204376529,0.3358100616,0.6767320719,-1.2844460742,-0.9914458169,0.7756661477,3.1065393907,-6.1847689754,-4.1482998914,2.1840430918
1.2138635598,3.4642022575,-0.57894931,-2.0142031649,-1.8344099626,1.4508034942,-0.6131027358,2.6764615031,2.1964892459,0.3550357266,-0.4295838113,2.5930255767,-4.5867102784,-3.4492618225,2.1211720448,-0.0904910427,-1.1467853835,2.0863882187,-0.0280843823,-1.2087756972,-1.6788790372,1.1627265372,-2.5519179742,-1.4744516729,-2.3924718679,6.3298324421,-0.0379548119,-1.1311901712
2.4707555558,2.0792922847,0.9223750939,2.0087109342,6.0698828594,-3.8617416147,2.5953821828,1.4866956768,1.9497585811,0.7466547432,-1.7803665107,3.2722913165,-2.3895910856,-0.2559595446,1.4045208794,-0.3428666207,-1.0581805683,1.4073487645,-3.6706864375,1.1242775511,-0.0290853865,0.7448510313,-0.5371699959,0.6488285299,0.5454290871,4.8181546507,-2.8042863774,-2.462946329
3.3931349712,1.8588778098,-1.7892097554,-1.3114387673,-0.39035782,-3.5136376705,-2.6923294239,0.7627775483,2.9291427298,1.7907730451,-2.0895656346,-1.054551702,-0.461070114,1.287003825,3.995198683,0.8007066763,-0.5980102259,-0.7783507849,-1.4271057412,2.0914126889,-1.3604134263,-0.5201364238,0.3119413366,-0.8094078355,-0.3254699901,0.8603818182,1.7239179094,1.2651141505
-1.1914313501,3.2930328506,2.9896016429,1.2698503671,0.3136466428,2.7887284225,1.2318084667,-1.8976560042,-1.5244213579,0.707079135,3.1161224734,-0.9544641826,4.7168674145,3.0266960633,-0.0539184521,1.2704672179,2.4037304485,1.0032768229,0.5019526434,-2.5395575251,2.6743097481,0.0907777445,2.7861273019,0.2945469819,-1.7244399795,-5.0208219118,-3.6971578601,1.3383531119
0.5632548113,0.4099326656,-1.6141946861,-1.9088681566,2.8282997202,-0.5406823814,0.6142175289,0.6236879098,1.9445726278,0.4525084844,-2.1193506154,-0.0692967463,-2.1309821788,-0.0344447136,1.4696846635,-1.7484177973,1.7543455609,-0.4075398488,-0.7940721225,-0.0490702261,-0.0994630036,-0.617148868,2.0025161934,0.3043039579,-0.4249688709,0.440990923,1.5923960491,-0.4377421971
8.212750677,-1.1853149765,-0.4505695059,1.1345695313,0.5858738672,-0.5051427779,1.8161728076,-0.4472579638,-0.8947559494,0.7958177136,-0.5024306925,2.8785950741,0.881589371,-2.2394247377,-2.3036573197,-1.2044271014,-2.6126923004,-0.966619912,2.500177128,3.0671388012,0.6030146069,0.2907759558,1.9950946971,-0.4013852679,2.5034529183,3.4466137447,-5.9649977924,0.9894962102
-4.0436130438,-3.0394814293,-0.7324488371,-1.5883397497,-3.016678199,-1.6398853963,0.2278757503,4.1555915203,3.4041229318,2.7601340498,-2.3889473628,-2.3469774398,-2.5257956992,-2.0616749397,1.3952216065,-0.1613635475,0.6837835596,-0.3978456227,0.4984525239,-0.9890600837,2.6347839031,1.3239685498,-0.4997862074,0.1508509187,-0.3055931,-9.5344512702,1.411940581,0.0649981652
-4.4751007931,-6.0791146805,-0.6710815149,-1.3259042559,-3.7376040351,5.4795878907,0.6756771327,-3.9314166817,1.5781548885,-2.7455790567,0.4580219805,-0.8042308918,1.4179903768,-0.2379503727,-1.56037947,-2.0983601622,-0.4535915257,0.2096004364,-1.3683003046,1.2906841899,0.0689162369,-1.9704903002,2.1567433687,2.3218095435,-1.9819813533,0.9452689366,0.8959219636,-1.30564142
-1.311930834,1.5520373592,-0.515274245,-1.5156119877,-5.8598927094,0.8528613845,1.8371307626,3.2333277168,0.504527458,-0.0184745359,-2.8897472509,3.0558124486,0.2071822462,1.7878313406,0.5133229728,-1.0277090842,-1.9276017016,-1.6833570557,2.470967097,-1.5811321145,0.9449784448,0.6046907597,-0.1850090059,0.4487399155,-2.8367862628,-3.5866806936,0.1186463277,-3.715018017
